date,session_key,driver_number,gap_to_leader,meeting_key,interval
2025-10-05T12:58:59.513000+00:00,9896,22,68.223,1270,0.762
2025-10-05T12:58:59.598000+00:00,9896,12,26.847,1270,1.942
2025-10-05T12:58:59.694000+00:00,9896,30,50.112,1270,19.838
2025-10-05T12:59:00.075000+00:00,9896,27,68.807,1270,0.584
2025-10-05T12:59:00.387000+00:00,9896,18,54.373,1270,4.373
2025-10-05T12:59:00.479000+00:00,9896,14,63.098,1270,1.406
2025-10-05T12:59:00.538000+00:00,9896,23,58.814,1270,3.112
2025-10-05T12:59:01.033000+00:00,9896,55,55.04,1270,0.667
2025-10-05T12:59:01.049000+00:00,9896,16,24.898,1270,8.572
2025-10-05T12:59:01.365000+00:00,9896,1,2.788,1270,2.788
2025-10-05T12:59:01.756000+00:00,9896,87,55.776,1270,0.736
2025-10-05T12:59:01.912000+00:00,9896,5,70.632,1270,1.825
2025-10-05T12:59:02.772000+00:00,9896,81,16.418,1270,9.155
2025-10-05T12:59:02.990000+00:00,9896,12,26.842,1270,1.944
2025-10-05T12:59:03.069000+00:00,9896,44,30.342,1270,3.495
2025-10-05T12:59:03.131000+00:00,9896,10,71.838,1270,1.206
2025-10-05T12:59:03.319000+00:00,9896,4,7.255,1270,4.418
2025-10-05T12:59:03.428000+00:00,9896,6,61.703,1270,2.889
2025-10-05T12:59:03.819000+00:00,9896,31,72.543,1270,0.705
2025-10-05T12:59:03.834000+00:00,9896,1,2.741,1270,2.741
2025-10-05T12:59:04.209000+00:00,9896,18,54.634,1270,4.522
2025-10-05T12:59:04.397000+00:00,9896,81,16.419,1270,9.14
2025-10-05T12:59:04.850000+00:00,9896,23,58.859,1270,3.083
2025-10-05T12:59:04.881000+00:00,9896,14,63.161,1270,1.458
2025-10-05T12:59:04.897000+00:00,9896,30,50.209,1270,19.735
2025-10-05T12:59:04.959000+00:00,9896,55,55.361,1270,0.727
2025-10-05T12:59:05.022000+00:00,9896,43,67.646,1270,4.548
2025-10-05T12:59:05.381000+00:00,9896,16,24.968,1270,8.554
2025-10-05T12:59:05.615000+00:00,9896,87,56.037,1270,0.676
2025-10-05T12:59:05.850000+00:00,9896,22,68.449,1270,0.803
2025-10-05T12:59:05.881000+00:00,9896,4,7.3,1270,4.512
2025-10-05T12:59:06.475000+00:00,9896,44,30.33,1270,3.488
2025-10-05T12:59:06.490000+00:00,9896,27,69.126,1270,0.677
2025-10-05T12:59:06.662000+00:00,9896,81,16.362,1270,9.117
2025-10-05T12:59:07.287000+00:00,9896,12,26.852,1270,1.884
2025-10-05T12:59:07.787000+00:00,9896,6,61.805,1270,2.946
2025-10-05T12:59:08.241000+00:00,9896,5,70.851,1270,1.725
2025-10-05T12:59:08.334000+00:00,9896,81,16.33,1270,9.089
2025-10-05T12:59:08.381000+00:00,9896,4,7.275,1270,4.534
2025-10-05T12:59:08.662000+00:00,9896,23,59.096,1270,3.059
2025-10-05T12:59:09.225000+00:00,9896,81,16.325,1270,9.084
2025-10-05T12:59:09.241000+00:00,9896,14,63.263,1270,
2025-10-05T12:59:09.397000+00:00,9896,10,72.009,1270,1.158
2025-10-05T12:59:09.491000+00:00,9896,43,67.727,1270,4.566
2025-10-05T12:59:09.569000+00:00,9896,18,54.894,1270,4.685
2025-10-05T12:59:09.850000+00:00,9896,1,2.826,1270,2.826
2025-10-05T12:59:10.131000+00:00,9896,31,72.713,1270,0.704
2025-10-05T12:59:10.256000+00:00,9896,30,50.436,1270,19.979
2025-10-05T12:59:10.256000+00:00,9896,55,55.575,1270,0.681
2025-10-05T12:59:10.287000+00:00,9896,22,68.582,1270,0.855
2025-10-05T12:59:10.772000+00:00,9896,44,30.337,1270,3.485
2025-10-05T12:59:11.006000+00:00,9896,27,69.292,1270,0.71
2025-10-05T12:59:11.116000+00:00,9896,87,56.428,1270,0.853
2025-10-05T12:59:11.366000+00:00,9896,16,25.028,1270,8.61
2025-10-05T12:59:11.475000+00:00,9896,6,61.912,1270,2.816
2025-10-05T12:59:12.381000+00:00,9896,1,2.869,1270,2.869
2025-10-05T12:59:12.397000+00:00,9896,81,16.337,1270,9.082
2025-10-05T12:59:12.678000+00:00,9896,5,70.951,1270,1.659
2025-10-05T12:59:13.006000+00:00,9896,16,25.036,1270,8.617
2025-10-05T12:59:13.037000+00:00,9896,14,63.45,1270,1.538
2025-10-05T12:59:13.225000+00:00,9896,12,26.866,1270,1.838
2025-10-05T12:59:13.756000+00:00,9896,43,67.759,1270,4.496
2025-10-05T12:59:13.850000+00:00,9896,10,72.143,1270,1.192
2025-10-05T12:59:13.975000+00:00,9896,23,59.295,1270,2.867
2025-10-05T12:59:14.303000+00:00,9896,4,7.297,1270,4.471
2025-10-05T12:59:14.622000+00:00,9896,31,72.86,1270,0.717
2025-10-05T12:59:14.650000+00:00,9896,22,68.639,1270,0.88
2025-10-05T12:59:14.852000+00:00,9896,12,26.873,1270,1.837
2025-10-05T12:59:14.930000+00:00,9896,81,16.345,1270,9.045
2025-10-05T12:59:14.947000+00:00,9896,18,55.142,1270,4.706
2025-10-05T12:59:15.381000+00:00,9896,16,25.069,1270,8.707
2025-10-05T12:59:15.647000+00:00,9896,55,55.868,1270,0.726
2025-10-05T12:59:15.669000+00:00,9896,27,69.372,1270,0.733
2025-10-05T12:59:16.149000+00:00,9896,30,50.588,1270,20.174
2025-10-05T12:59:16.360000+00:00,9896,1,2.826,1270,2.826
2025-10-05T12:59:16.505000+00:00,9896,87,56.696,1270,0.828
2025-10-05T12:59:16.657000+00:00,9896,6,61.965,1270,2.67
2025-10-05T12:59:16.687000+00:00,9896,44,30.343,1270,3.477
2025-10-05T12:59:16.799000+00:00,9896,4,7.289,1270,4.42
2025-10-05T12:59:16.975000+00:00,9896,5,70.973,1270,1.601
2025-10-05T12:59:17.098000+00:00,9896,16,25.094,1270,8.764
2025-10-05T12:59:17.320000+00:00,9896,12,26.977,1270,1.908
2025-10-05T12:59:17.467000+00:00,9896,81,16.307,1270,9.032
2025-10-05T12:59:17.747000+00:00,9896,43,68.152,1270,4.702
2025-10-05T12:59:17.916000+00:00,9896,16,25.099,1270,8.774
2025-10-05T12:59:18.189000+00:00,9896,10,72.202,1270,1.229
2025-10-05T12:59:18.274000+00:00,9896,14,63.588,1270,1.623
2025-10-05T12:59:18.329000+00:00,9896,44,30.357,1270,3.484
2025-10-05T12:59:18.387000+00:00,9896,22,68.816,1270,0.664
2025-10-05T12:59:18.935000+00:00,9896,31,72.923,1270,0.721
2025-10-05T12:59:19.014000+00:00,9896,12,27.048,1270,1.954
2025-10-05T12:59:19.187000+00:00,9896,27,69.655,1270,0.839
2025-10-05T12:59:19.332000+00:00,9896,23,59.542,1270,2.846
2025-10-05T12:59:19.883000+00:00,9896,1,2.843,1270,2.843
2025-10-05T12:59:19.947000+00:00,9896,12,27.064,1270,1.965
2025-10-05T12:59:20.714000+00:00,9896,5,71.137,1270,1.482
2025-10-05T12:59:20.714000+00:00,9896,44,30.376,1270,3.399
2025-10-05T12:59:20.775000+00:00,9896,4,7.238,1270,4.412
2025-10-05T12:59:20.850000+00:00,9896,18,55.289,1270,4.701
2025-10-05T12:59:21.176000+00:00,9896,16,25.098,1270,8.761
2025-10-05T12:59:21.435000+00:00,9896,55,55.855,1270,0.566
2025-10-05T12:59:21.906000+00:00,9896,6,62.121,1270,2.579
2025-10-05T12:59:21.933000+00:00,9896,10,72.358,1270,1.221
2025-10-05T12:59:22.283000+00:00,9896,87,56.675,1270,0.82
2025-10-05T12:59:22.370000+00:00,9896,44,30.399,1270,3.351
2025-10-05T12:59:22.648000+00:00,9896,31,73.084,1270,0.726
2025-10-05T12:59:23.058000+00:00,9896,43,68.365,1270,4.777
2025-10-05T12:59:23.149000+00:00,9896,12,27.075,1270,1.977
2025-10-05T12:59:23.257000+00:00,9896,44,30.403,1270,3.339
2025-10-05T12:59:23.404000+00:00,9896,81,16.388,1270,9.091
2025-10-05T12:59:23.505000+00:00,9896,14,63.709,1270,1.588
2025-10-05T12:59:23.547000+00:00,9896,30,50.791,1270,20.449
2025-10-05T12:59:23.731000+00:00,9896,16,25.139,1270,8.794
2025-10-05T12:59:23.785000+00:00,9896,22,69.099,1270,0.734
2025-10-05T12:59:23.870000+00:00,9896,1,2.859,1270,2.859
2025-10-05T12:59:24.248000+00:00,9896,4,7.237,1270,4.394
2025-10-05T12:59:24.726000+00:00,9896,27,70.053,1270,0.954
2025-10-05T12:59:25.199000+00:00,9896,23,59.621,1270,2.946
2025-10-05T12:59:25.674000+00:00,9896,12,27.091,1270,1.952
2025-10-05T12:59:25.913000+00:00,9896,81,16.399,1270,9.11
2025-10-05T12:59:26.074000+00:00,9896,5,71.398,1270,1.345
2025-10-05T12:59:26.205000+00:00,9896,16,25.085,1270,8.778
2025-10-05T12:59:26.452000+00:00,9896,44,30.394,1270,3.319
2025-10-05T12:59:26.947000+00:00,9896,30,50.815,1270,20.485
2025-10-05T12:59:27.332000+00:00,9896,10,72.641,1270,1.243
2025-10-05T12:59:27.761000+00:00,9896,6,62.192,1270,2.571
2025-10-05T12:59:27.949000+00:00,9896,31,73.265,1270,0.624
2025-10-05T12:59:28.175000+00:00,9896,12,27.029,1270,1.944
2025-10-05T12:59:28.302000+00:00,9896,18,55.475,1270,4.684
2025-10-05T12:59:28.302000+00:00,9896,4,7.265,1270,4.406
2025-10-05T12:59:28.521000+00:00,9896,43,68.697,1270,4.988
2025-10-05T12:59:28.770000+00:00,9896,55,56.008,1270,0.533
2025-10-05T12:59:29.014000+00:00,9896,44,30.421,1270,3.33
2025-10-05T12:59:29.230000+00:00,9896,22,69.348,1270,0.651
2025-10-05T12:59:29.257000+00:00,9896,14,63.69,1270,1.498
2025-10-05T12:59:29.826000+00:00,9896,87,57.059,1270,1.051
2025-10-05T12:59:29.848000+00:00,9896,81,16.319,1270,9.081
2025-10-05T12:59:29.938000+00:00,9896,1,2.85,1270,2.85
2025-10-05T12:59:30.274000+00:00,9896,27,70.401,1270,1.053
2025-10-05T12:59:31.332000+00:00,9896,30,50.907,1270,20.57
2025-10-05T12:59:31.500000+00:00,9896,44,30.409,1270,3.38
2025-10-05T12:59:31.537000+00:00,9896,5,71.656,1270,1.255
2025-10-05T12:59:31.638000+00:00,9896,18,55.482,1270,4.667
2025-10-05T12:59:32.098000+00:00,9896,55,55.944,1270,0.462
2025-10-05T12:59:32.147000+00:00,9896,16,25.131,1270,8.743
2025-10-05T12:59:32.547000+00:00,9896,23,59.79,1270,2.731
2025-10-05T12:59:32.634000+00:00,9896,10,72.843,1270,1.187
2025-10-05T12:59:33.223000+00:00,9896,87,57.068,1270,1.124
2025-10-05T12:59:33.284000+00:00,9896,31,73.49,1270,0.647
2025-10-05T12:59:33.332000+00:00,9896,81,16.311,1270,9.074
2025-10-05T12:59:34.114000+00:00,9896,12,27.115,1270,1.984
2025-10-05T12:59:34.352000+00:00,9896,43,68.768,1270,5.078
2025-10-05T12:59:34.446000+00:00,9896,4,7.35,1270,4.5
2025-10-05T12:59:34.634000+00:00,9896,16,25.128,1270,8.729
2025-10-05T12:59:34.988000+00:00,9896,22,69.388,1270,0.62
2025-10-05T12:59:35.015000+00:00,9896,6,62.27,1270,2.48
2025-10-05T12:59:35.920000+00:00,9896,27,70.343,1270,0.955
2025-10-05T12:59:35.950000+00:00,9896,23,59.802,1270,2.734
2025-10-05T12:59:35.970000+00:00,9896,18,55.54,1270,4.633
2025-10-05T12:59:36.036000+00:00,9896,1,2.818,1270,2.818
2025-10-05T12:59:36.327000+00:00,9896,55,55.913,1270,0.373
2025-10-05T12:59:36.558000+00:00,9896,14,63.798,1270,1.528
2025-10-05T12:59:36.614000+00:00,9896,12,27.11,1270,1.982
2025-10-05T12:59:37.349000+00:00,9896,5,71.734,1270,1.391
2025-10-05T12:59:37.402000+00:00,9896,81,16.351,1270,9.086
2025-10-05T12:59:37.511000+00:00,9896,44,30.477,1270,3.362
2025-10-05T12:59:37.519000+00:00,9896,87,57.059,1270,1.146
2025-10-05T12:59:37.548000+00:00,9896,30,51.164,1270,20.821
2025-10-05T12:59:38.466000+00:00,9896,10,72.906,1270,1.172
2025-10-05T12:59:38.497000+00:00,9896,6,62.342,1270,2.54
2025-10-05T12:59:38.762000+00:00,9896,16,25.214,1270,8.895
2025-10-05T12:59:38.966000+00:00,9896,31,73.378,1270,0.472
2025-10-05T12:59:39.184000+00:00,9896,30,51.212,1270,20.855
2025-10-05T12:59:39.934000+00:00,9896,14,63.781,1270,1.439
2025-10-05T12:59:39.981000+00:00,9896,44,30.47,1270,3.36
2025-10-05T12:59:40.263000+00:00,9896,23,59.831,1270,2.772
2025-10-05T12:59:40.325000+00:00,9896,1,2.797,1270,2.797
2025-10-05T12:59:40.575000+00:00,9896,4,7.358,1270,4.54
2025-10-05T12:59:40.637000+00:00,9896,12,27.133,1270,1.919
2025-10-05T12:59:41.575000+00:00,9896,30,51.284,1270,20.908
2025-10-05T12:59:41.669000+00:00,9896,43,68.905,1270,5.107
2025-10-05T12:59:42.122000+00:00,9896,18,55.781,1270,4.617
2025-10-05T12:59:42.247000+00:00,9896,16,25.236,1270,8.925
2025-10-05T12:59:42.309000+00:00,9896,22,69.557,1270,0.652
2025-10-05T12:59:42.700000+00:00,9896,55,56.354,1270,0.573
2025-10-05T12:59:42.919000+00:00,9896,6,62.514,1270,2.683
2025-10-05T12:59:43.322000+00:00,9896,30,51.325,1270,20.926
2025-10-05T12:59:43.405000+00:00,9896,81,16.313,1270,8.963
2025-10-05T12:59:43.435000+00:00,9896,27,70.685,1270,1.128
2025-10-05T12:59:43.654000+00:00,9896,87,57.304,1270,0.95
2025-10-05T12:59:43.904000+00:00,9896,18,55.875,1270,4.663
2025-10-05T12:59:44.006000+00:00,9896,44,30.491,1270,3.358
2025-10-05T12:59:44.147000+00:00,9896,12,27.135,1270,1.899
2025-10-05T12:59:44.214000+00:00,9896,30,51.344,1270,20.941
2025-10-05T12:59:44.287000+00:00,9896,14,63.865,1270,1.351
2025-10-05T12:59:44.374000+00:00,9896,55,56.396,1270,0.521
2025-10-05T12:59:44.611000+00:00,9896,1,2.808,1270,2.808
2025-10-05T12:59:44.653000+00:00,9896,5,71.9,1270,1.215
2025-10-05T12:59:44.841000+00:00,9896,4,7.285,1270,4.488
2025-10-05T12:59:45.049000+00:00,9896,43,68.907,1270,5.126
2025-10-05T12:59:45.274000+00:00,9896,87,57.328,1270,0.932
2025-10-05T12:59:45.730000+00:00,9896,22,69.512,1270,0.605
2025-10-05T12:59:45.868000+00:00,9896,10,73.101,1270,1.201
2025-10-05T12:59:46.232000+00:00,9896,16,25.214,1270,8.863
2025-10-05T12:59:46.347000+00:00,9896,18,56.024,1270,4.74
2025-10-05T12:59:46.375000+00:00,9896,31,73.63,1270,0.529
2025-10-05T12:59:46.454000+00:00,9896,23,60.098,1270,2.794
2025-10-05T12:59:46.846000+00:00,9896,27,70.689,1270,1.177
2025-10-05T12:59:46.918000+00:00,9896,55,56.629,1270,0.605
2025-10-05T12:59:47.463000+00:00,9896,30,51.397,1270,21.003
2025-10-05T12:59:47.515000+00:00,9896,44,30.502,1270,3.367
2025-10-05T12:59:47.782000+00:00,9896,87,57.475,1270,0.846
2025-10-05T12:59:48.048000+00:00,9896,5,71.912,1270,1.223
2025-10-05T12:59:48.071000+00:00,9896,18,56.088,1270,4.763
2025-10-05T12:59:48.091000+00:00,9896,23,60.12,1270,2.792
2025-10-05T12:59:48.117000+00:00,9896,12,27.102,1270,1.888
2025-10-05T12:59:48.205000+00:00,9896,1,2.755,1270,2.755
2025-10-05T12:59:48.700000+00:00,9896,55,56.724,1270,0.636
2025-10-05T12:59:48.975000+00:00,9896,6,62.622,1270,2.524
2025-10-05T12:59:48.998000+00:00,9896,18,56.121,1270,4.777
2025-10-05T12:59:49.099000+00:00,9896,4,7.287,1270,4.479
2025-10-05T12:59:49.233000+00:00,9896,10,73.08500000000001,1270,1.173
2025-10-05T12:59:49.387000+00:00,9896,43,68.961,1270,5.096
2025-10-05T12:59:49.505000+00:00,9896,87,57.538,1270,0.814
2025-10-05T12:59:49.568000+00:00,9896,81,16.353,1270,8.995
2025-10-05T12:59:49.604000+00:00,9896,55,56.749,1270,0.628
2025-10-05T12:59:49.699000+00:00,9896,31,73.53999999999999,1270,0.455
2025-10-05T12:59:49.987000+00:00,9896,22,69.575,1270,0.614
2025-10-05T12:59:50.118000+00:00,9896,30,51.534,1270,21.113
2025-10-05T12:59:50.247000+00:00,9896,14,63.899,1270,1.277
2025-10-05T12:59:50.422000+00:00,9896,87,57.548,1270,0.799
2025-10-05T12:59:50.489000+00:00,9896,23,60.168,1270,2.693
2025-10-05T12:59:50.647000+00:00,9896,6,62.67,1270,2.55
2025-10-05T12:59:51.170000+00:00,9896,27,70.748,1270,1.173
2025-10-05T12:59:51.470000+00:00,9896,44,30.465,1270,3.363
2025-10-05T12:59:51.905000+00:00,9896,14,63.911,1270,1.241
2025-10-05T12:59:52.198000+00:00,9896,23,60.237,1270,2.699
2025-10-05T12:59:52.288000+00:00,9896,18,56.207,1270,4.81
2025-10-05T12:59:52.331000+00:00,9896,16,25.24,1270,8.927
2025-10-05T12:59:52.374000+00:00,9896,5,71.949,1270,1.201
2025-10-05T12:59:52.675000+00:00,9896,30,51.59,1270,21.181
2025-10-05T12:59:52.714000+00:00,9896,4,7.275,1270,4.52
2025-10-05T12:59:52.784000+00:00,9896,55,56.717,1270,0.51
2025-10-05T12:59:53.048000+00:00,9896,6,62.746,1270,2.578
2025-10-05T12:59:53.101000+00:00,9896,23,60.253,1270,2.705
2025-10-05T12:59:53.474000+00:00,9896,10,73.055,1270,1.106
2025-10-05T12:59:53.527000+00:00,9896,87,57.479,1270,0.762
2025-10-05T12:59:53.839000+00:00,9896,81,16.282,1270,8.997
2025-10-05T12:59:53.939000+00:00,9896,31,73.498,1270,0.443
2025-10-05T12:59:54.153000+00:00,9896,12,27.074,1270,1.834
2025-10-05T12:59:54.268000+00:00,9896,14,63.953,1270,1.207
2025-10-05T12:59:54.850000+00:00,9896,6,62.8,1270,2.563
2025-10-05T12:59:54.968000+00:00,9896,18,56.4,1270,4.866
2025-10-05T12:59:55.447000+00:00,9896,55,56.878,1270,0.478
2025-10-05T12:59:55.509000+00:00,9896,43,69.153,1270,5.254
2025-10-05T12:59:55.681000+00:00,9896,6,62.828,1270,2.575
2025-10-05T12:59:55.978000+00:00,9896,14,63.977,1270,1.177
2025-10-05T12:59:56.165000+00:00,9896,87,57.574,1270,0.696
2025-10-05T12:59:56.212000+00:00,9896,22,69.845,1270,0.692
2025-10-05T12:59:56.322000+00:00,9896,23,60.267,1270,2.788
2025-10-05T12:59:56.837000+00:00,9896,14,63.984,1270,1.156
2025-10-05T12:59:57.259000+00:00,9896,43,69.208,1270,5.297
2025-10-05T12:59:57.369000+00:00,9896,27,70.975,1270,1.13
2025-10-05T12:59:57.634000+00:00,9896,18,56.496,1270,4.906
2025-10-05T12:59:57.650000+00:00,9896,44,30.523,1270,3.449
2025-10-05T12:59:57.869000+00:00,9896,4,7.224,1270,4.469
2025-10-05T12:59:57.884000+00:00,9896,22,69.875,1270,0.667
2025-10-05T12:59:58.072000+00:00,9896,81,16.289,1270,9.002
2025-10-05T12:59:58.134000+00:00,9896,55,57.066,1270,0.57
2025-10-05T12:59:58.440000+00:00,9896,16,25.22,1270,8.867
2025-10-05T12:59:58.500000+00:00,9896,1,2.816,1270,2.816
2025-10-05T12:59:58.611000+00:00,9896,5,72.23,1270,1.255
2025-10-05T12:59:58.820000+00:00,9896,87,57.696,1270,0.63
2025-10-05T12:59:58.846000+00:00,9896,30,51.789,1270,21.312
2025-10-05T12:59:58.887000+00:00,9896,23,60.311,1270,2.737
2025-10-05T12:59:58.968000+00:00,9896,27,70.994,1270,1.119
2025-10-05T12:59:59.023000+00:00,9896,6,62.936,1270,2.669
2025-10-05T12:59:59.519000+00:00,9896,43,69.21000000000001,1270,5.257
2025-10-05T12:59:59.598000+00:00,9896,10,73.245,1270,1.015
2025-10-05T13:00:00.026000+00:00,9896,14,63.977,1270,1.041
2025-10-05T13:00:00.159000+00:00,9896,31,73.814,1270,0.569
2025-10-05T13:00:00.215000+00:00,9896,5,72.242,1270,1.248
2025-10-05T13:00:00.269000+00:00,9896,22,69.968,1270,0.758
2025-10-05T13:00:00.315000+00:00,9896,12,27.098,1270,1.878
2025-10-05T13:00:01.257000+00:00,9896,43,69.227,1270,5.25
2025-10-05T13:00:01.270000+00:00,9896,10,73.284,1270,1.042
2025-10-05T13:00:01.353000+00:00,9896,30,51.838,1270,21.368
2025-10-05T13:00:01.414000+00:00,9896,27,71.107,1270,1.139
2025-10-05T13:00:01.448000+00:00,9896,23,60.355,1270,2.659
2025-10-05T13:00:01.599000+00:00,9896,6,62.996,1270,2.685
2025-10-05T13:00:01.687000+00:00,9896,81,16.234,1270,8.959
2025-10-05T13:00:01.817000+00:00,9896,31,73.841,1270,0.557
2025-10-05T13:00:02.020000+00:00,9896,22,70.03,1270,0.803
2025-10-05T13:00:02.149000+00:00,9896,43,69.231,1270,5.247
2025-10-05T13:00:02.598000+00:00,9896,5,72.292,1270,1.185
2025-10-05T13:00:02.788000+00:00,9896,14,64.201,1270,1.205
2025-10-05T13:00:02.798000+00:00,9896,16,25.26,1270,8.978
2025-10-05T13:00:02.898000+00:00,9896,22,70.04599999999999,1270,0.815
2025-10-05T13:00:02.974000+00:00,9896,4,7.269,1270,4.453
2025-10-05T13:00:03.175000+00:00,9896,27,71.17,1270,1.14
2025-10-05T13:00:03.601000+00:00,9896,10,73.301,1270,1.009
2025-10-05T13:00:03.714000+00:00,9896,44,30.498,1270,3.4
2025-10-05T13:00:03.868000+00:00,9896,18,56.842,1270,5.053
2025-10-05T13:00:04.047000+00:00,9896,27,71.189,1270,1.143
2025-10-05T13:00:04.187000+00:00,9896,31,73.852,1270,0.551
2025-10-05T13:00:04.206000+00:00,9896,6,63.095,1270,2.74
2025-10-05T13:00:04.331000+00:00,9896,1,2.862,1270,2.862
2025-10-05T13:00:04.331000+00:00,9896,5,72.345,1270,1.175
2025-10-05T13:00:04.357000+00:00,9896,55,57.331,1270,0.489
2025-10-05T13:00:04.670000+00:00,9896,12,27.147,1270,1.887
2025-10-05T13:00:05.085000+00:00,9896,87,58.072,1270,0.741
2025-10-05T13:00:05.316000+00:00,9896,5,72.36,1270,1.171
2025-10-05T13:00:05.350000+00:00,9896,43,,1270,5.254
2025-10-05T13:00:05.411000+00:00,9896,10,73.338,1270,0.993
2025-10-05T13:00:05.420000+00:00,9896,14,64.225,1270,1.13
2025-10-05T13:00:05.522000+00:00,9896,30,51.935,1270,21.444
2025-10-05T13:00:05.868000+00:00,9896,31,73.89,1270,0.552
2025-10-05T13:00:06.048000+00:00,9896,22,69.996,1270,0.765
2025-10-05T13:00:06.190000+00:00,9896,10,73.343,1270,0.983
2025-10-05T13:00:06.387000+00:00,9896,18,56.893,1270,5.055
2025-10-05T13:00:06.782000+00:00,9896,31,73.896,1270,0.553
2025-10-05T13:00:06.788000+00:00,9896,81,16.16,1270,8.936
2025-10-05T13:00:06.888000+00:00,9896,55,57.36,1270,0.467
2025-10-05T13:00:07.111000+00:00,9896,16,25.29,1270,9.001
2025-10-05T13:00:07.276000+00:00,9896,27,71.223,1270,1.227
2025-10-05T13:00:07.647000+00:00,9896,87,58.121,1270,0.761
2025-10-05T13:00:07.668000+00:00,9896,23,60.642,1270,2.57
2025-10-05T13:00:07.887000+00:00,9896,43,69.293,1270,5.092
2025-10-05T13:00:08.070000+00:00,9896,44,30.507,1270,3.36
2025-10-05T13:00:08.446000+00:00,9896,5,72.379,1270,1.156
2025-10-05T13:00:08.668000+00:00,9896,22,70.08,1270,0.787
2025-10-05T13:00:08.742000+00:00,9896,4,7.294,1270,4.432
2025-10-05T13:00:08.954000+00:00,9896,12,27.142,1270,1.852
2025-10-05T13:00:09+00:00,9896,30,51.981,1270,21.479
2025-10-05T13:00:09.387000+00:00,9896,10,73.328,1270,0.949
2025-10-05T13:00:09.876000+00:00,9896,31,73.82,1270,0.492
2025-10-05T13:00:09.975000+00:00,9896,27,71.389,1270,1.309
2025-10-05T13:00:10.164000+00:00,9896,6,63.156,1270,2.514
2025-10-05T13:00:10.183000+00:00,9896,23,60.669,1270,2.548
2025-10-05T13:00:10.438000+00:00,9896,43,69.31700000000001,1270,
2025-10-05T13:00:10.519000+00:00,9896,18,57.007,1270,5.072
2025-10-05T13:00:10.787000+00:00,9896,16,25.317,1270,9.083
2025-10-05T13:00:11.031000+00:00,9896,5,72.45,1270,1.061
2025-10-05T13:00:11.287000+00:00,9896,14,64.269,1270,1.113
2025-10-05T13:00:11.314000+00:00,9896,22,70.218,1270,0.901
2025-10-05T13:00:11.332000+00:00,9896,55,57.805,1270,0.798
2025-10-05T13:00:11.498000+00:00,9896,1,2.844,1270,2.844
2025-10-05T13:00:11.923000+00:00,9896,87,58.397,1270,0.592
2025-10-05T13:00:11.982000+00:00,9896,10,73.389,1270,0.939
2025-10-05T13:00:12.002000+00:00,9896,81,16.297,1270,9.028
2025-10-05T13:00:12.315000+00:00,9896,44,30.499,1270,3.357
2025-10-05T13:00:12.368000+00:00,9896,31,73.79599999999999,1270,0.407
2025-10-05T13:00:12.536000+00:00,9896,12,27.127,1270,1.81
2025-10-05T13:00:12.615000+00:00,9896,27,71.544,1270,1.326
2025-10-05T13:00:12.734000+00:00,9896,6,63.227,1270,2.558
2025-10-05T13:00:13.024000+00:00,9896,30,52.025,1270,21.56
2025-10-05T13:00:13.706000+00:00,9896,5,72.628,1270,1.084
2025-10-05T13:00:13.769000+00:00,9896,14,64.264,1270,1.037
2025-10-05T13:00:14.042000+00:00,9896,18,57.044,1270,5.063
2025-10-05T13:00:14.339000+00:00,9896,23,60.807,1270,2.41
2025-10-05T13:00:14.526000+00:00,9896,10,73.44,1270,0.812
2025-10-05T13:00:14.854000+00:00,9896,55,57.841,1270,0.797
2025-10-05T13:00:14.870000+00:00,9896,1,2.841,1270,2.841
2025-10-05T13:00:15.026000+00:00,9896,31,73.951,1270,0.511
2025-10-05T13:00:15.370000+00:00,9896,87,58.357,1270,0.516
2025-10-05T13:00:15.917000+00:00,9896,16,25.299,1270,9.139
2025-10-05T13:00:15.979000+00:00,9896,4,7.32,1270,4.476
2025-10-05T13:00:15.995000+00:00,9896,44,30.558,1270,3.431
2025-10-05T13:00:16.542000+00:00,9896,43,69.519,1270,5.25
2025-10-05T13:00:16.839000+00:00,9896,6,63.301,1270,2.494
2025-10-05T13:00:17.448000+00:00,9896,22,70.41499999999999,1270,0.896
2025-10-05T13:00:17.729000+00:00,9896,12,27.091,1270,1.792
2025-10-05T13:00:17.807000+00:00,9896,81,16.336,1270,9.042
2025-10-05T13:00:17.870000+00:00,9896,23,60.847,1270,2.49
2025-10-05T13:00:17.901000+00:00,9896,14,64.349,1270,1.048
2025-10-05T13:00:18.091000+00:00,9896,18,57.084,1270,5.059
2025-10-05T13:00:18.718000+00:00,9896,55,57.71,1270,0.626
2025-10-05T13:00:18.735000+00:00,9896,27,71.727,1270,1.312
2025-10-05T13:00:19.085000+00:00,9896,43,69.556,1270,5.292
2025-10-05T13:00:19.165000+00:00,9896,87,58.135,1270,0.425
2025-10-05T13:00:19.198000+00:00,9896,1,2.878,1270,2.878
2025-10-05T13:00:19.367000+00:00,9896,30,52.272,1270,21.749
2025-10-05T13:00:19.374000+00:00,9896,4,7.316,1270,4.475
2025-10-05T13:00:19.889000+00:00,9896,5,72.88,1270,1.153
2025-10-05T13:00:19.965000+00:00,9896,22,70.45,1270,0.894
2025-10-05T13:00:20.375000+00:00,9896,6,63.36,1270,2.513
2025-10-05T13:00:20.674000+00:00,9896,10,73.624,1270,0.744
